ID_Candidato,Nombre,Biografia,Tiene_Renuncia,Observaciones
GONZALO MILLIVIERI,"Millivieri, Gonzalo",,NO,
BARLARO PAOLA,"Barlaro, Paola",,NO,
CARLOS ENRIQUE LEMOS,"Lemos, Carlos Enrique",,NO,
ANTONELLA BASSI MARIA,"Bassi, Maria Antonella",,NO,
PABLO RAMIREZ RODRIGUEZ,"Rodriguez Ramirez, Pablo",,NO,
TAMARA TISEYRA,"Tiseyra, Tamara",,NO,
ERNESTO LOZA,"Loza, Ernesto",,NO,
HERRERA NESTOR,"Herrera, Nestor",,NO,
CARLOS EUGENIO LOPEZ,"Lopez, Carlos Eugenio",,NO,
AZAMENDIA JUAN RAMON,"Azamendia, Juan Ramon",,NO,
SANTORSA SILVANA,"Santorsa, Silvana",,NO,
GALLO GUIDO,"Gallo, Guido",,NO,
CLAUDIO DE MARCO,"De Marco, Claudio",,NO,
COMBI JUAN MANUEL,"Combi, Juan Manuel",,NO,
ALBERTO CARLOS SIERRA,"Sierra, Carlos Alberto",,NO,
BRUZZESE CARLOS JOSE,"Bruzzese, Jose Carlos",,NO,
ANDREA KARINA MILANO,"MILANO, ANDREA KARINA",,NO,
ADRIAN DI FRANCO PAULO,"DI FRANCO, PAULO ADRIAN",,NO,
GABRIEL ORTIZ PABLO,"Ortiz, Pablo Gabriel",,NO,
CARLOS CASAS JUAN,"Casas, Juan Carlos",,NO,
ANTON MARIANA PEREZ,"Anton Perez, Mariana",,NO,
FERRETO MATIAS,"Ferreto, Matias",,NO,
EMILIANO GABRIEL ORTIZ,"Ortiz, Emiliano Gabriel",,NO,
ALBERTO DI GREGORIO JORGE,"Di Gregorio, Jorge Alberto",,NO,
ANGEL MIGUEL SANCHEZ,"Sanchez, Miguel Angel",,NO,
ANA FERNANDEZ MARIA,"Fernandez, Ana Maria",,NO,
DEL GROSSO RUBEN,"Del Grosso, Ruben",,NO,
ANDRES LARROQUE,"Larroque, Andres",,NO,
DANIELA MASSENA,"Massena, Daniela",,NO,
BONOMO DIEGO HECTOR,"BONOMO, HECTOR DIEGO",,NO,
CABALO EDUARDO RODRIGO,"Cabalo, Rodrigo Eduardo",,NO,
INAKI ORMAECHEA,"Ormaechea, Iñaki",,NO,
DURSO FACUNDO,"Durso, Facundo",,NO,
FEDERICO PABLO VOLONTE,"Volonte, Federico Pablo",,NO,
GRECO JONATHAN,"Greco, Jonathan",,NO,
HERNAN ROSARINO,"Rosarino, Hernan",,NO,
FARIAS MARTIN PABLO,"Farias, Pablo Martin",,NO,
ADRIAN GABRIEL MARTINEZ,"Martinez, Gabriel Adrian",,NO,
CARLOS JUAN MERIANO,"Meriano, Juan Carlos",,NO,
BRITOS FAUR HERNAN MARIANO,"Britos Faur, Hernan Mariano",,NO,
FERNANDEZ MAXIMILIANO,"Fernandez, Maximiliano",,NO,
EMILIANO KEVIN ZIMMINO,"Zimmino, Kevin Emiliano",,NO,
ANTONIO HARBEK,"Harbek, Antonio",,NO,
ALFREDO MARENGHI,"Marenghi, Alfredo",,NO,
ALFREDO LAMACCHIA,"Lamacchia, Alfredo",,NO,
CRISTINA GIOIA SOLEDAD,"Gioia, Cristina Soledad",,NO,
ARGOMIL CLAUDIO,"Argomil, Claudio",,NO,
DIEGO MEDOLLA,"Medolla, Diego",,NO,
MAZMUD OSCAR,"Mazmud, Oscar",,NO,
LAUTARO LEMOS NAHUEL,"Lemos, Lautaro Nahuel",,NO,
FELIPE LICARI LUIS,"Licari, Luis Felipe",,NO,
CHRISTIAN FONTANA,"Fontana, Christian",,NO,
GUSTAVO SABELLI,"Sabelli, Gustavo",,NO,
ALEJANDRO MARCELO TEJEDA,"Tejeda, Marcelo Alejandro",,NO,
ALEJANDRO CEREZAL,"Cerezal, Alejandro",,NO,
MONACHELLI SERGIO,"Monachelli, Sergio",,NO,
ALBERTO ANGEL LEGUIZAMO,"Leguizamo, Angel Alberto",,NO,
LUMINOSO YANINA,"Luminoso, Yanina",,NO,
ANGLADA HERNAN,"Anglada, Hernan",,NO,
DAMIAN MARIANO TOMASINI,"Tomasini, Mariano Damian",,NO,
CARLOS JUAN ROUMIEUX,"Roumieux, Juan Carlos",,NO,
LAURA VASSELATTI,"Vasselatti, Laura",,NO,
CARLA MARIA SEMISA,"Semisa, Maria Carla",,NO,
CASAS GIOVINNI MARIS STELLA,"Casas Giovinni, Stella Maris",,NO,
ALBERTO CARLOS MERLO,"Merlo, Carlos Alberto",,NO,
BLANCO IGNACIO MARTIN MUINO,"Blanco Muiño, Ignacio Martin",,NO,
ADRIAN ALVAREZ HORACIO,"Alvarez, Adrian Horacio",,NO,
CRISTIAN GENAZZINI,"Genazzini, Cristian",,NO,
LIONEL TROTTA,"Trotta, Lionel",,NO,
LEANDRO MARTIN VOGLIOTTI,"Vogliotti, Leandro Martin",,NO,
BRIENZA JOSE MARTIN,"Brienza, Jose Martin",,NO,
MELLA SERGIO,"Mella, Sergio",,NO,
ANGELO D IGNACIO,"D'angelo, Ignacio",,NO,
AGUSTIN DAMIAN PUGLIESE,"Pugliese, Agustin Damian",,NO,
FERNANDO JAVIER ZAYAT,"ZAYAT, FERNANDO JAVIER",,NO,
IMANOL RAMOS,"Ramos, Imanol",,NO,
ALBERTO BALDASSARE CARLOS,"Baldassare, Carlos Alberto",,NO,
ANTONIO FABIAN RICETTA,"Ricetta, Antonio Fabian",,NO,
ALEJANDRO DAMIAN GOMEZ,"Gomez, Alejandro Damian",,NO,
ANALIA TESOURO,"Tesouro, Analia",,NO,
CERVELO GRACIELA MARIA,"Cervelo, Maria Graciela",,NO,
ANDREA LOPEZ VERONICA,"Lopez, Andrea Veronica",,NO,
BRUNETTI JOSE LUIS,"Brunetti, Jose Luis",,NO,
CARLOS JUAN SPERANZA,"Speranza, Juan Carlos",,NO,
FRANCISCO JOSE STASI,"Stasi, Francisco Jose",,NO,
BERTUA CARLOS JUAN,"Bertua, Juan Carlos",,NO,
BRUNDO DANIEL,"Brundo, Daniel",,NO,
ALVAREZ CARLOS LEONARDO,"Alvarez, Leonardo Carlos",,NO,
CASTRO VALENTIN,"Castro, Valentin",,NO,
EL LEONEL NEMER ROCCHIA,"Rocchia El Nemer, Leonel",,NO,
MARIA ONGARO PAULA,"Ongaro, Maria Paula",,NO,
FERNANDO GIAMBORINO,"Giamborino, Fernando",,NO,
EL MANUEL NEMER ROCCHIA,"Rocchia El Nemer, Manuel",,NO,
MARIA VAZQUEZ VICTORIA,"Vazquez, Maria Victoria",,NO,
CECILIA CERVETTO GRACIELA,"Cervetto, Graciela Cecilia",,NO,
CARLA LORENA MANUALE,"Manuale, Lorena Carla",,NO,
HECTOR PABLO RIOS,"Rios, Pablo Hector",,NO,
ALBERTO JUAN MIDDONO,"Middono, Juan Alberto",,NO,
ALBERTO LUIS PULSINI,"Pulsini, Luis Alberto",,NO,
HECTOR HUGO MASELLI,"Maselli, Hugo Hector",,NO,
DE LA RICARDO RUA,"De la Rua, Ricardo",,NO,
BASTARDO IAN SOSA,"Bastardo Sosa, Ian",,NO,
ALBERTO HUGO PELJHAN,"Peljhan, Hugo Alberto",,NO,
ENRIQUE MICELI,"Miceli, Enrique",,NO,
EMILIO FURLAN,"Furlan, Emilio",,NO,
FERNANDO SILES,"Siles, Fernando",,NO,
GABRIEL GARCIA OSCAR,"Garcia, Oscar Gabriel",,NO,
GARACHICO JUAN MANUEL,"Garachico, Juan Manuel",,NO,
CARMEN DEL RAMIREZ TERESITA,"Ramirez, Teresita del Carmen",,NO,
ADRIANA ELIZABETH TABORDA,"Taborda, Adriana Elizabeth",,NO,
BLANCO HECTOR MARTIN,"Blanco, Martin Hector",,NO,
ASCHIERO EDUARDO,"Aschiero, Eduardo",,NO,
MORELLO NICOLAS,"Morello, Nicolas",,NO,
GASTON MARCOS MUGUETA,"Mugueta, Marcos Gaston",,NO,
FERNANDO RICCI,"Ricci, Fernando",,NO,
EDUARDO SARUBBI,"Sarubbi, Eduardo",,NO,
CARLOS MALATESTA MARIANO,"Malatesta, Mariano Carlos",,NO,
FUENTES JORGE LUIS,"Fuentes, Jorge Luis",,NO,
ARIEL MOCCIOLA,"Mocciola, Ariel",,NO,
ALEJANDRO BEJAR EZEQUIEL,"Bejar, Alejandro Ezequiel",,NO,
CAPPELLETTI GUSTAVO,"Cappelletti, Gustavo",,NO,
DI ESTEBAN FRANCO,"Di Franco, Esteban",,NO,
EL EZEQUIEL NEMER ROCCHIA,"Rocchia el Nemer, Ezequiel",,NO,
GISELLE TAMALET,"Tamalet, Giselle",,NO,
AGUILAR SANDRA,"Aguilar, Sandra",,NO,
GARCIA MARIA VALERIA,"Garcia, Maria Valeria",,NO,
ALEJANDRO ANDRES ELISSECHE,"Elisseche, Andres Alejandro",,NO,
EDUARDO ELISEO RODRIGUEZ,"Rodriguez, Eduardo Eliseo",,NO,
GONZALEZ MARCELO RUBEN,"Gonzalez, Ruben Marcelo",,NO,
DESTEFANO GONZALO,"Destefano, Gonzalo",,NO,
MARCELO WENGROVSKY,"Wengrovsky, Marcelo",,NO,
ANDRES CARELLI LUCIO,"Carelli, Lucio Andres",,NO,
BALBI CESAR JULIO,"BALBI, JULIO CESAR",,NO,
ALLENDE FABIO,"Allende, Fabio",,NO,
BUSCAGLIA DEMIAN LEANDRO,"Buscaglia, Demian Leandro",,NO,
EZEQUIEL OLIVERI,"Oliveri, Ezequiel",,NO,
LUCIANO REYENTE,"Reyente, Luciano",,NO,
DAMIAN ESTEBAN RASPANTI,"Raspanti, Damian Esteban",,NO,
GABRIELA RIOS,"Rios, Gabriela",,NO,
DE LO ROSA TALLARICO TARTARO,"Tallarico de lo Tartaro, Rosa",,NO,
ADAMO LIDIA LORENA,"Adamo, Lorena Lidia",,NO,
EDUARDO JOSE MUNDO,"Mundo, Jose Eduardo",,NO,
AIRA LEANDRO,"Aira, Leandro",,NO,
ALBERTO CARLOS RODRIGUEZ,"Rodriguez, Carlos Alberto",,NO,
LEANDRO NABAIS,"Nabais, Leandro",,NO,
ALBERTO APONTE DANIEL,"Aponte, Daniel Alberto",,NO,
AIELLO FRANCISCO,"Aiello, Francisco",,NO,
ADRIAN CASANUEVA,"Casanueva, Adrian",,NO,
HECTOR OSVALDO RUSSO,"Russo, Osvaldo Hector",,NO,
FRANCISCO SERRANO,"Serrano, Francisco",,NO,
BRODSCHI MAURICIO,"Brodschi, Mauricio",,NO,
ALBERTO FLORES JORGE,"Flores, Jorge Alberto",,NO,
ARIEL FEDERICO RUSSO,"Russo, Federico Ariel",,NO,
GAGLIANO HECTOR,"Gagliano, Hector",,NO,
JULIAN RAUL STORTINI,"Stortini, Julian Raul",,NO,
GARCIA GASTON MAXIMILIANO,"Garcia, Gaston Maximiliano",,NO,
AGUSTINA BRUNO,"Bruno, Agustina",,NO,
ARANA BURRUCHAGA,"Burruchaga, Arana",,NO,
BRIZUELA IVANA MARIA,"Brizuela, Maria Ivana",,NO,
CASTRO DE GONZALO,"De Castro, Gonzalo",,NO,
MIRACCA ROBERTO,"Miracca, Roberto",,NO,
GARCIA MARCELO,"Garcia, Marcelo",,NO,
ARIEL COSTA DA MARTIN PARAIZO,"Da Costa Paraizo, Martin Ariel",,NO,
AMPUGNANI MARCELO,"Ampugnani, Marcelo",,NO,
CARLOS JUAN MELI,"Meli, Juan Carlos",,NO,
PABLO QUIROGA,"Quiroga, Pablo",,NO,
GAGLIARDONE ROBERTO,"Gagliardone, Roberto",,NO,
ORLANDO OSCAR SACCO,"SACCO, OSCAR ORLANDO",,NO,
AGUSTIN MIRABELLI,"Mirabelli, Agustin",,NO,
CESAR FRANCISCO GONZALEZ,"Gonzalez, Cesar Francisco",,NO,
FABIAN LEONEL SARMIENTO,"Sarmiento, Fabian Leonel",,NO,
ANDRADE EDUARDO JUAN,"Andrade, Juan Eduardo",,NO,
CRISTINA GAMBERALE MARIA,"Gamberale, Maria Cristina",,NO,
ABEL CARELLI OSVALDO,"Carelli, Osvaldo Abel",,NO,
MARCELA PARENGO,"Parengo, Marcela",,NO,
DIAZ DORA SUSANA,"Diaz, Susana Dora",,NO,
BRIZUELA MARIA MELISA,"Brizuela, Maria Melisa",,NO,
LUIS NORBERTO ORDAX,"Ordax, Luis Norberto",,NO,
DARIO KUPERSMIT,"Kupersmit, Dario",,NO,
ARTURO CARLOS JUAREZ,"Juarez, Carlos Arturo",,NO,
GUSTAVO MARIO ZARATE,"Zarate, Gustavo Mario",,NO,
JAVIER LUNA MARCELO,"Luna, Marcelo Javier",,NO,
DANIEL JULIO SUEIRO,"Sueiro, Julio Daniel",,NO,
ALVAREZ MARCELO,"Alvarez, Marcelo",,NO,
AMATO DANIEL FERNANDO,"Amato, Daniel Fernando",,NO,
FERRARIS SILVIO,"Ferraris, Silvio",,NO,
CARLOS JOVENICH,"Jovenich, Carlos",,NO,
EZEQUIEL MARTIN RAMIREZ,"Ramirez, Martin Ezequiel",,NO,
LUIS MARTIN PALOMEQUE,"Palomeque, Martin Luis",,NO,
CROCCO LEONARDO,"Crocco, Leonardo",,NO,
MACARENA PALOMEQUE,"Palomeque, Macarena",,NO,
GREMONE LUCIANO,"Gremone, Luciano",,NO,
CASTELPOGGI CLAUDIO GUSTAVO,"Castelpoggi, Gustavo Claudio",,NO,
CRISTINA MUNOZ ROSA,"Muñoz, Rosa Cristina",,NO,
BERTA ELSA URQUIZA,"Urquiza, Elsa Berta",,NO,
LENTINI ROBERTO,"Lentini, Roberto",,NO,
ALESSANDRONE JOSE JUAN,"Alessandrone, Juan Jose",,NO,
MICAELA MORENO TATIANA,"Moreno, Tatiana Micaela",,NO,
FULLE WALTER,"Fulle, Walter",,NO,
CESAR JULIO SUEIRO,"Sueiro, Julio Cesar",,NO,
BUONFRATE OSVALDO,"Buonfrate, Osvaldo",,NO,
DE HOMERO ROCCHI,"De Rocchi, Homero",,NO,
HAYDEE SCAGLIONE,"Scaglione, Haydee",,NO,
DE OSCAR ROCCHI WALTER,"De Rocchi, Walter Oscar",,NO,
DE LA LLERA MAGALI,"De la Llera, Magali",,NO,
BARRIENTOS IRMA,"Barrientos, Irma",,NO,
DANIEL GUSTAVO TOCCI,"Tocci, Daniel Gustavo",,NO,
ALBERTO CARLOS ORTELLI,"Ortelli, Carlos Alberto",,NO,
FONTANELLA MABEL RITA,"Fontanella, Mabel Rita",,NO,
BASTARDO DARIO HERNAN,"Bastardo, Hernan Dario",,NO,
DAVENIA SABRINA,"Davenia, Sabrina",,NO,
ANA GLADYS ONETTO,"Onetto, Gladys Ana",,NO,
ANGEL MIGUEL ORQUERA,"Orquera, Miguel angel",,NO,
BERTUA MARIANO,"Bertua, Mariano",,NO,
EZEQUIEL IGNACIO ORTELLI,"Ortelli, Ezequiel Ignacio",,NO,
BONGIORNO ERNESTO MARIANO,"BONGIORNO, MARIANO ERNESTO",,NO,
HERNAN KLAICH,"Klaich, Hernan",,NO,
ANTONIO JOSE MAZZARA,"Mazzara, Jose Antonio",,NO,
CARLOS FABRICIO ORTELLI,"Ortelli, Fabricio Carlos",,NO,
ALVAREZ EMANUEL FEDERICO,"Alvarez, Federico Emanuel",,NO,
DIEGO NESTOR SOLDATI,"Soldati, Diego Nestor",,NO,
ALFREDO JUSTO SUAREZ,"SUAREZ, ALFREDO JUSTO",,NO,
ALVAREZ JOSE LUIS,"Alvarez, Jose Luis",,NO,
ALEJANDRO FERNANDEZ MARCELO,"Fernandez, Marcelo Alejandro",,NO,
DANIEL MARCHESE,"Marchese, Daniel",,NO,
ADRIANA RUFFATO,"Ruffato, Adriana",,NO,
CAMILA JAZMIN VILLANUSTRE,"Villanustre, Camila Jazmin",,NO,
ERNESTO RADONDE,"Radonde, Ernesto",,NO,
MARTIN TALLON,"Tallon, Martin",,NO,
GRILLO MARIANO,"Grillo, Mariano",,NO,
DOMINGO ROBERTO TROIANO,"Troiano, Roberto Domingo",,NO,
TOMAS WASSERMAN,"Wasserman, Tomas",,NO,
CASTIELA GUSTAVO,"Castiela, Gustavo",,NO,
CASSAB LUCAS MARIO,"Cassab, Lucas Mario",,NO,
CAPRISTO VICTORIA,"Capristo, Victoria",,NO,
FLAVIO FRIGERIO,"Frigerio, Flavio",,NO,
CARLOS JUAN MURAD,"Murad, Juan Carlos",,NO,
JAVIER MARCELO MORENO,"Moreno, Marcelo Javier",,NO,
JOSE MARIA MARTINO SANCHEZ,"Sanchez Martino, Jose Maria",,NO,
GENTILE MARIANA,"Gentile, Mariana",,NO,
GREMONE GUIDO NICOLAS,"Gremone, Guido Nicolas",,NO,
DIEGO NICOLAS ZUNGRI,"Zungri, Diego Nicolas",,NO,
ALEJANDRO CASTAGNETTI,"Castagnetti, Alejandro",,NO,
ELENA FRANCISCA PEREZ,"Perez, Elena Francisca",,NO,
ALEJANDRA GARRO ISABEL,"Garro, Alejandra Isabel",,NO,
ANABEL SARMIENTO SOLEDAD,"Sarmiento, Anabel Soledad",,NO,
GIARDINI PABLO,"Giardini, Pablo",,NO,
AMALIA FORNABAIO,"Fornabaio, Amalia",,NO,
ORLANDO VILA,"Vila, Orlando",,NO,
AGUSTIN FERNANDEZ PEREYRA,"Fernandez Pereyra, Agustin",,NO,
ADOLFO HORACIO RASO,"Raso, Adolfo Horacio",,NO,
CARUSO CHRISTIAN EDUARDO,"Caruso, Christian Eduardo",,NO,
JOSE LIZZANO NICOLAS,"Lizzano, Jose Nicolas",,NO,
GUSTAVO REGES,"Reges, Gustavo",,NO,
LO MARIANA TARTARO,"Lo Tartaro, Mariana",,NO,
BRUZZESE DANIEL,"Bruzzese, Daniel",,NO,
ARIEL LAMAS OMAR,"Lamas, Ariel Omar",,NO,
MARTINEZ MATIAS,"Martinez, Matias",,NO,
PABLO REBOREDO,"Reboredo, Pablo",,NO,
ADAMO CARLOS JUAREZ,"Juarez Adamo, Carlos",,NO,
CARLOS COUSO LEANDRO,"Couso, Carlos Leandro",,NO,
CARLO DE MICAELA,"De Carlo, Micaela",,NO,
AMARILLA BEATRIZ EMICE PACE,"Pace, Amarilla Emice Beatriz",,NO,
HILDA PAULA ZUBIETA,"Zubieta, Paula Hilda",,NO,
KONDRATIUK MARIANO,"Kondratiuk, Mariano",,NO,
JAVIER TRIGO VICTOR,"Trigo, Victor Javier",,NO,
AGUSTIN MANGANIELLO,"Manganiello, Agustin",,NO,
KIROVSKY NORBERTO,"Kirovsky, Norberto",,NO,
CANDELA RIVABELLA,"Rivabella, Candela",,NO,
MARCELO XAMENA,"Xamena, Marcelo",,NO,
BRUNO LUCIANO,"Bruno, Luciano",,NO,
IGLESIAS RUBEN,"Iglesias, Ruben",,NO,
CRISAFI PABLO,"Crisafi, Pablo",,NO,
FRANCISCO MENOYO,"Menoyo, Francisco",,NO,
ALEJANDRO GUASTALEGNAME JAVIER,"Guastalegname, Javier Alejandro",,NO,
ABADIE JAVIER,"Abadie, Javier",,NO,
CARLA MASELLI,"Maselli, Carla",,NO,
GABRIEL MARTINO,"Martino, Gabriel",,NO,
DE JOAQUIN LA TORRE,"De La Torre, Joaquin",,NO,
GONZALO RUANOVA,"Ruanova, Gonzalo",,NO,
CHAVARRIA JULIO MELCHOR,"Melchor, Chavarria, Julio",,NO,
CARLA ROSES SABRINA,"Roses, Sabrina Carla",,NO,
MARTIN MAZZEO PABLO,"Mazzeo, Pablo Martin",,NO,
ALBERTO CARLOS LAMMENS,"Lammens, Carlos Alberto",,NO,
MENDEZ MIGUEL,"Mendez, Miguel",,NO,
EDUARDO GONZALEZ,"Gonzalez, Eduardo",,NO,
DIANDA FRANCISCO MARTIN,"dianda, Martin Francisco",,NO,
HECTOR PUJOL,"Pujol, Hector",,NO,
FRANCISCO LAFUENTE,"Lafuente, Francisco",,NO,
GASTON ROCHEARAY,"Rochearay, Gaston",,NO,
CHAHINIAN OSVALDO,"Chahinian, Osvaldo",,NO,
ALBERTO LUIS VELAZQUEZ,"Velazquez, Luis Alberto",,NO,
ARMANDO GENTILI,"Gentili, Armando",,NO,
ALEJANDRO CASTANO MARCELO,"CASTAÑO, MARCELO ALEJANDRO",,NO,
OSCAR VERZINO,"Verzino, Oscar",,NO,
GERARDO MENDEZ RUBEN,"Mendez, Gerardo Ruben",,NO,
CARLOS JAVIER PASTOR,"Pastor, Carlos Javier",,NO,
JAVIER VIEITEZ,"Vieitez, Javier",,NO,
JOSE MUNDO RICARDO,"Mundo, Jose Ricardo",,NO,
GANDARA GONZALEZ HORACIO,"Gandara Gonzalez, Horacio",,NO,
GUSTAVO LAVALLE,"Lavalle, Gustavo",,NO,
FIORE MATIAS,"Fiore, Matias",,NO,
ALBERTO CASTRO MATIAS,"CASTRO, MATIAS ALBERTO",,NO,
KESSEL NICOLAS,"Kessel, Nicolas",,NO,
ANGEL FERNANDEZ SEBASTIAN,"Fernandez, Sebastian Angel",,NO,
COBOS MAURICIO,"Cobos, Mauricio",,NO,
GUSTAVO TALIBERTI,"Taliberti, Gustavo",,NO,
ALBERTO DEL GROSSO JUAN,"Del Grosso, Juan Alberto",,NO,
JOSE RUSSO,"Russo, Jose",,NO,
BUSCAGLIA DARIO MARTIN,"Buscaglia, Dario Martin",,NO,
LAURA VASSELLATI,"Vassellati, Laura",,NO,
MARIANO PATINO,"Patiño, Mariano",,NO,
CARLOS CASTRO,"Castro, Carlos",,NO,
FACUNDO LOPEZ MOHAMED,"Lopez Mohamed, Facundo",,NO,
BARBARA CARELLI,"Carelli, Barbara",,NO,
ALEGRE SEBASTIAN,"Alegre, Sebastian",,NO,
GALE JAVIER JERONIMO,"Gale, Javier Jeronimo",,NO,
LEANDRO VIDAL WALTER,"Vidal, Leandro Walter",,NO,
CASTRO MATIAS,"Castro, Matias",,NO,
ALBERTO CANOVIL HORACIO,"Canovil, Horacio Alberto",,NO,
FERNANDO SILVA,"Silva, Fernando",,NO,
LADELFA PABLO REGNER,"Ladelfa Regner, Pablo",,NO,
IGNACIO JUAN SCARSI,"Scarsi, Juan Ignacio",,NO,
VAZQUEZ VERONICA,"Vazquez, Veronica",,NO,
LEIVA MARTIN,"Leiva, Martin",,NO,
CHRISTIAN DANIEL SANCHEZ,"Sanchez, Christian Daniel",,NO,
REIMS VERONICA,"Reims, Veronica",,NO,
DANIELA OHANESSIAN,"Ohanessian, Daniela",,NO,
JUAN MANUEL PEREZ,"Perez, Juan Manuel",,NO,
ARMANDO RAUL SALTENO,"Salteño, Raul Armando",,NO,
CACCAVO LUCIANO,"Caccavo, Luciano",,NO,
ALEJANDRO FABIAN LOPES,"Lopes, Fabian Alejandro",,NO,
CAVALLERI MARCELO,"Cavalleri, Marcelo",,NO,
MARIANO RAUL SPATA,"Spata, Mariano Raul",,NO,
MARCELO MARIO SANTALLA,"Santalla, Mario Marcelo",,NO,
ANGELO D SERGIO,"D'angelo, Sergio",,NO,
FERRER HUMBERTO JUAN,"Ferrer, Juan Humberto",,NO,
BERTUA JULIO,"Bertua, Julio",,NO,
LUCIANA REIMS,"Reims, Luciana",,NO,
ANA MALDONADO REIMS,"Maldonado Reims, ana",,NO,
FABIAN MATEO,"Mateo, Fabian",,NO,
FLORIO IGNACIO,"Florio, Ignacio",,NO,
ALBERTO JOSE MIDDONO,"Middono, Jose Alberto",,NO,
ANTONIO HARDEL MARTIN,"Hardel, Antonio Martin",,NO,
LUCIANO MONTEQUIN,"Montequin, Luciano",,NO,
ALEJANDRO HECTOR MON,"Mon, Alejandro Hector",,NO,
CHAYAN HERNAN,"Chayan, Hernan",,NO,
ALEJANDRO MAXIMILIANO MON,"Mon, Maximiliano Alejandro",,NO,
ANDREA SOSA,"Sosa, Andrea",,NO,
IVAN JAVIER SIGAL,"Sigal, Javier Ivan",,NO,
EZEQUIEL MATIAS RAMIREZ,"Ramirez, Matias Ezequiel",,NO,
ALCIDES CHRISTIAN GARZON,"Garzon, Christian Alcides",,NO,
JUAN PABLO SIFON,"Sifon, Juan Pablo",,NO,
PIGNATARO SABRINA,"Pignataro, Sabrina",,NO,
ALBERTO CARLOS TORINI,"Torini, Carlos Alberto",,NO,
ERNESTO PIERRO,"Pierro, Ernesto",,NO,
REIMS RUBEN TESOURO,"Tesouro Reims, Ruben",,NO,
CARLOS EDGARDO RODRIGUEZ,"Rodriguez, Edgardo Carlos",,NO,
FERNANDEZ RAMIRO,"Fernandez, Ramiro",,NO,
CARLOS FRANCISCO MAIDANA,"Maidana, Carlos Francisco",,NO,
ERNESTO PONZIO,"Ponzio, Ernesto",,NO,
GUSTAVO MARTIN SIGAL,"Sigal, Martin Gustavo",,NO,
FACUNDO MONACO,"Monaco, Facundo",,NO,
JUAN OMAR USUBIAGA,"Usubiaga, Juan Omar",,NO,
ALICIA ROSA ZAMORA,"Zamora, Alicia Rosa",,NO,
GUSTAVO GUZMAN,"Guzman, gustavo",,NO,
FERNANDO MIELE,"Miele, Fernando","Nacido en 1948 y socio desde el 68, Miele se dedicó a ser el dueño del astillero Preveza Yachts, En 1984 aparece en el mundo San Lorenzo comprando el pase de Luis Amuchástegui, delantero de Racing de Córdoba. En 1985 se convirtió en uno de los referentes de la comisión del fútbol profesional, cargo que ocupó hasta 1986. A finales de ese año, Fernando se postuló para ser candidato a presidente contra la fórmula Alberto Guil – Rafael Savino. Ganando por tan solo 250 votos, en la recta final de su campaña propuso la construcción de un nuevo estadio en la ciudad deportiva, algo que agrupación de Guil-Savino no proponía. Su primera gestión (86-89) fue una gestión sin logros deportivos, dedicado en gran parte a ordenar el club, durante el último año de su primer gestión se pudo terminar de construir la platea norte, lo cual fue el primer gran logro institucional y por el cual fue re-elegido. Su segunda gestión (89-92) fue similar a la primera en el panorama deportivo, en el plano institucional, se destacó por numerosas obras en la ciudad deportiva, la guardería sobre Avenida Varela y sobre el final de ese mandato, se empezó a construir la popular local. A final de 1992 ninguna lista se presenta, por lo que el mandato de Miele se extiende otros 3 años más. En su tercera gestión se termina de construir el Nuevo Gasómetro y se inaugura en Diciembre de 1993, en se mismo año se inaugura el nuevo gimnasio San Martín. A pesar de los rumores de una posible licencia, Miele decide seguir en el cargo hasta 1995. También comienza definitivamente el armado de un plantel para intentar lograr un nuevo campeonato, el cual primero logra el subcampeonato del Apertura 1994 y finalmente se corta la sequía de 21 años sin títulos con el campeonato del Clausura 1995. Al igual que en 1992, ninguna lista se presenta, por lo que automáticamente Miele sigue 3 años más. En esta cuarta gestión, se pueden nombrar la inauguración del Clinicasla, la ampliación del nuevo gasómetro con el codo de la popular local, la construcción de los codos de la platea sur y el techado de la platea norte. A mediados de 1997 se inaugura la sede actual de Avenida La Plata. Mientras que el fútbol tuvo altibajos, destacándose la venta de Sebastián Abreu en casi 10 millones de dólares. En 1998 se realizaron comicios electorales en casi 10 años, Miele derrotó fácilmente a la fórmula Galeazzo-Zamora y extendió su vínculo presidencial hasta el nuevo milenio. En su quinta y última gestión el club entró en crisis económica, nuevos pedidos de quiebra y mínimos casi históricos en cantidad de socios. En noviembre del 2000, Miele logró aprobar en asamblea un contrato de cesión de imagen con la empresa multinacional ISL, el cual causó gran controversia entre grupo de socios del club, ocasionándose los incidentes del 30 de Noviembre, por el cual conocemos como el día del hincha de San Lorenzo. A principios de 2001 la asamblea que aprobó el contrato fue impugnada por la IGJ. En 2001 el club fue campeón del Torneo Clausura 2001 y llegó a la final de la Mercosur. Miele intentó nuevamente ser presidente pero fue derrotado por la fórmula Guil-Savino. En 2002 fue expulsado de la comisión directiva por faltas a las reuniones sin justificación y definitivamente en 2004 fue expulsado como socio del club, por irregularidades durante su última gestión. Posteriormente en 2004 y 2010 apoyo a varios candidatos, con grandes derrotas.  En ese mismo año se intentó devolverle el carnet aunque sin mayor éxito. Volvió a la escena política en 2022 apoyando a Marcelo Moretti en sus campañas políticas. Actualmente se encuentra jubilado.",NO,
DOMINGO GALEAZZO VICENTE,"Galeazzo, Vicente Domingo",,NO,
